operacion;cliente;comercial;origen;destino;incoterm;pais;transporte;qpallets;costotransporte;tarifacomerciales;agencia;fechacarga;producto
1202;3100;IRENE;OSUNA;HAGEN;DDP;ALEMANIA;CAMION;33;3400;3300;FERCAM TRANSPORTES;6/2022;ACEITUNAS VERDES SIN HUESO
1203;3800;DAVID;CAZORLA;ITXASSOU;DAP;FRANCIA;CAMION;33;950;1150;GALADTRANS;6/2022;ACEITUNAS VERDES SIN HUESO
1204;7100;DAVID;ACENORCA;CERIGNOLA;DAP;ITALIA;CAMION;33;2190;2350;LKW WALTER;6/2022;ACEITUNAS NEGRAS RODAJAS
1205;5300;IRENE;ARASOL;HAMM;DAP;ALEMANIA;CAMION;33;3220;3500;RHENUS;6/2022;ACEITUNAS  RELLENAS  ANCHOA
1206;3200;DAVID;ACENORCA;LURE;DAP;FRANCIA;CAMION;33;2550;2850;VERTEX;6/2022;ACEITUNAS VERDES  RODAJAS
1207;600;PACHI;OSUNA;SHUWAIKH;CIF;KUWAIT;40';25;2240;4100;BRAID;6/2022;ACEITUNAS RELLENAS PIMIENTO
1208;5300;IRENE;ARASOL;HAMM;DAP;ALEMANIA;CAMION;33;2880;2550;TRANSTIRA;6/2022;ACEITUNAS  RELLENAS  ANCHOA
1209;6500;DAVID;OSUNA;VALLESE DI OPPEANO;DDP;ITALIA;CAMION;33;2400;2600;TRANSITALIA;6/2022;ACEITUNAS RELLENAS PIMIENTO
1210;500;PACHI;ARASOL;CHITTAGONG;CFR;BANGLADESH;20';11;3300;3350;PINTO BASTO;6/2022;ACEITUNAS VERDES  RODAJAS
1211;6300;PACHI;OLIVES;GDANSK;DDP;POLONIA;20';11;1956;1700;SEALAND;6/2022;ACEITUNAS NEGRAS RODAJAS
1212;6300;PACHI;OSUNA;GDANSK;DDP;POLONIA;20';11;1866;1700;SEALAND;6/2022;ACEITUNAS VERDES  RODAJAS
1213;3700;DAVID;ARASOL;PARK ROYAL;DAP;REINO UNIDO;40';25;2563;2700;CONTAINERSHIPS;6/2022;ACEITUNAS NEGRAS RODAJAS
1214;2600;DAVID;OSUNA;HULL;DAP;REINO UNIDO;20';11;2256;2400;CONTAINERSHIPS;6/2022;ACEITUNAS NEGRAS RODAJAS
1215;2100;DAVID;ARASOL;LEYTON;DDP;REINO UNIDO;20';11;2190;3120;CONTAINERSHIPS;6/2022;ACEITUNAS VERDES  RODAJAS
1216;2100;DAVID;ARASOL;LEYTON;DDP;REINO UNIDO;40';25;2912;3120;CONTAINERSHIPS;6/2022;ACEITUNAS  RELLENAS  ANCHOA
1217;2100;DAVID;ARASOL;MANCHESTER;DDP;REINO UNIDO;40';25;2942;3900;CONTAINERSHIPS;6/2022;ACEITUNAS NEGRAS RODAJAS
1218;2100;DAVID;ARASOL;LEYTON;DDP;REINO UNIDO;40';25;2517;3120;CONTAINERSHIPS;6/2022;ACEITUNAS NEGRAS RODAJAS
1219;5300;IRENE;ARASOL;HAMM;DAP;ALEMANIA;CAMION;33;3030;3500;TRANSTIRA;6/2022;ACEITUNAS RELLENAS PIMIENTO
1220;5300;IRENE;OSUNA;HAMM;DAP;ALEMANIA;CAMION;33;3300;3500;NEPTUNE;6/2022;ACEITUNAS VERDES SIN HUESO
1221;400;PACHI;OSUNA;PORT QASIM;CFR;ARABIA SAUDITA;20';11;2210;2700;TRANSITEX;6/2022;ACEITUNAS NEGRAS RODAJAS
1222;2100;DAVID;ARASOL;LEYTON;DDP;REINO UNIDO;40';25;2912;3120;CONTAINERSHIPS;6/2022;ACEITUNAS VERDES SIN HUESO
1223;6000;IRENE;OSUNA;HAMBURGO;DAP;ALEMANIA;40';25;1669;1580;CONTAINERSHIPS;7/2022;ACEITUNAS RELLENAS PIMIENTO
1224;7600;IRENE;OLIVES;HERMALLES;DAP;BELGICA;CAMION;33;1980;2150;LKW WALTER;7/2022;ACEITUNAS VERDES SIN HUESO
1225;8400;MARIA;ARASOL;NEW YORK;CFR;ESTADOS UNIDOS;40';25;4489;4740;YUSEN LOGISTICS;7/2022;ACEITUNAS  RELLENAS  ANCHOA
1226;3700;DAVID;ARASOL;PARK ROYAL;DAP;REINO UNIDO;40';25;2563;2700;CONTAINERSHIPS;7/2022;ACEITUNAS VERDES  RODAJAS
1227;7700;IRENE;OLIVES;ZEEBRUGGE;DAP;BELGICA;40';25;1975;2195;TRANSITEX;7/2022;ACEITUNAS VERDES SIN HUESO
1228;500;PACHI;ARASOL;CHATTOGRAM;CFR;BANGLADESH;20';11;2475;2800;PINTO BASTO;7/2022;ACEITUNAS RELLENAS PIMIENTO
1229;3700;DAVID;ARASOL;PARK ROYAL;DAP;REINO UNIDO;40';25;2429;2700;CONTAINERSHIPS;7/2022;ACEITUNAS VERDES  RODAJAS
1230;6300;PACHI;OSUNA;GDANSK;DDP;POLONIA;20';11;1315;2100;SEALAND;7/2022;ACEITUNAS  RELLENAS  ANCHOA
1231;2400;DAVID;OLIVES;LOMATRANS;DAP;FRANCIA;CAMION;33;2175;2300;CARCABA;7/2022;ACEITUNAS  RELLENAS  ANCHOA
1232;6100;IRENE;ARASOL;HAMBURGO;DAP;ALEMANIA;40';25;1675;1579;BRAID;7/2022;ACEITUNAS VERDES SIN HUESO
1233;2100;DAVID;ARASOL;LEYTON;DDP;REINO UNIDO;40';25;2095;2200;TRANSITEX;7/2022;ACEITUNAS NEGRAS RODAJAS
1234;200;PACHI;OSUNA;POTI;CFR;GEORGIA;40';25;1941;2245;YUSEN LOGISTICS;7/2022;ACEITUNAS  RELLENAS  ANCHOA
1235;7600;IRENE;OSUNA;HERMALLES;DAP;BELGICA;CAMION;33;1950;2300;TRANSPORTES RUIZ Y BEJARANO;7/2022;ACEITUNAS RELLENAS PIMIENTO
1236;7800;DAVID;OLIVES;DONCASTER;DAP;REINO UNIDO;40';25;2350;2393;PINTO BASTO;7/2022;ACEITUNAS NEGRAS RODAJAS
1237;7700;IRENE;OSUNA;ZEEBRUGGE;DAP;BELGICA;40';25;1903;2195;CONTAINERSHIPS;7/2022;ACEITUNAS  RELLENAS  ANCHOA
1238;1600;PACHI;OSUNA;NHAVA SHEVA;CIF;INDIA;20';11;1880;2530;PINTO BASTO;7/2022;ACEITUNAS RELLENAS PIMIENTO
1239;4900;IRENE;ACENORCA;GELSENKIRCHEN;DAP;ALEMANIA;40';25;2050;2350;MORARTE;7/2022;ACEITUNAS NEGRAS RODAJAS
1240;8800;MARIA;ACENORCA;BALTIMORE;CIF;ESTADOS UNIDOS;40';25;4850;2500;BORTESI;7/2022;ACEITUNAS NEGRAS RODAJAS
1241;6300;PACHI;OLIVES;GDANSK;DDP;POLONIA;40';25;2780;2100;RLC;7/2022;ACEITUNAS  RELLENAS  ANCHOA
1242;4900;IRENE;ARASOL;GELSENKIRCHEN;DAP;ALEMANIA;40';25;1840;2350;DSV;7/2022;ACEITUNAS  RELLENAS  ANCHOA
1243;1100;PACHI;ARASOL;JEDDAH;CFR;ARABIA SAUDITA;20';11;1710;2100;PINTO BASTO;7/2022;ACEITUNAS RELLENAS PIMIENTO
1244;7100;DAVID;OSUNA;CERMENATE;DAP;ITALIA;CAMION;33;1800;1900;TRANSTEGRA;7/2022;ACEITUNAS VERDES SIN HUESO
1245;7800;DAVID;OLIVES;LUTTERWORTH;DAP;REINO UNIDO;40';25;2400;2393;PINTO BASTO;7/2022;ACEITUNAS NEGRAS RODAJAS
1246;8600;MARIA;ARASOL;MONTREAL;CIF;CANADA;40';25;760;750;COREFREIGHT;7/2022;ACEITUNAS  RELLENAS  ANCHOA
1247;8300;PACHI;ARASOL;PARANAGUA;CFR;BRASIL;40';25;1695;2025;BRAID;7/2022;ACEITUNAS RELLENAS PIMIENTO
1248;8800;MARIA;ACENORCA;SAVANNAH;CIF;ESTADOS UNIDOS;40';25;5300;2500;BORTESI;7/2022;ACEITUNAS RELLENAS PIMIENTO
1249;300;PACHI;ACENORCA;JEDDAH;CFR;ARABIA SAUDITA;40';25;2350;2300;PINTO BASTO;7/2022;ACEITUNAS RELLENAS PIMIENTO
1250;6700;DAVID;ACENORCA;CASTELLO DI ANNONE;DAP;ITALIA;CAMION;33;1780;1800;LIBERTIA;7/2022;ACEITUNAS VERDES SIN HUESO
1251;300;PACHI;ACENORCA;JEDDAH;CFR;ARABIA SAUDITA;40';25;1810;2200;PINTO BASTO;7/2022;ACEITUNAS  RELLENAS  ANCHOA
1252;400;PACHI;OSUNA;PORT QASIM;CFR;PAKISTAN;20';11;1800;2100;PINTO BASTO;7/2022;ACEITUNAS  RELLENAS  ANCHOA
1253;1100;PACHI;ARASOL;JEDDAH;DDP;ARABIA SAUDITA;40';25;1980;1800;PINTO BASTO;7/2022;ACEITUNAS VERDES  RODAJAS
1254;2100;DAVID;ARASOL;LEYTON;DDP;REINO UNIDO;40';25;1945;2200;BRAID;8/2022;ACEITUNAS VERDES SIN HUESO
1255;3500;DAVID;OLIVES;CHENNEVIERES;DAP;FRANCIA;CAMION;33;1889;2000;RETAIL EXTENDED LOG;8/2022;ACEITUNAS VERDES  RODAJAS
1256;3200;DAVID;ACENORCA;LURE;DAP;FRANCIA;CAMION;33;1850;2000;RLC;8/2022;ACEITUNAS VERDES SIN HUESO
1257;4800;DAVID;ARASOL;CHARD;DAP;REINO UNIDO;20';11;2615;2900;ELLERMAN;8/2022;ACEITUNAS RELLENAS PIMIENTO
1258;7100;DAVID;OSUNA;CERMENATE;DAP;ITALIA;CAMION;33;1900;1900;LIBERTIA;8/2022;ACEITUNAS VERDES SIN HUESO
1259;100;PACHI;OSUNA;NHAVA SHEVA;CFR;INDIA;20';11;1450;2000;OPERINTER;8/2022;ACEITUNAS VERDES  RODAJAS
1260;7400;DAVID;OSUNA;BERGEN OP ZOOM;DAP;PAISES BAJOS;CAMION;33;1750;2000;GIRTEKA;8/2022;ACEITUNAS  RELLENAS  ANCHOA
1261;200;PACHI;OSUNA;POTI;CFR;GEORGIA;40';25;1860;2550;DHL;8/2022;ACEITUNAS  RELLENAS  ANCHOA
1262;4900;IRENE;ARASOL;GELSENKIRCHEN;DAP;ALEMANIA;CAMION;33;2250;2350;TRANSTIRA;8/2022;ACEITUNAS RELLENAS PIMIENTO
1263;9000;DAVID;OLIVES;CALDAS DE RAINHA;DDP;PORTUGAL;CAMION;33;380;510;TOMAS FERNANDEZ;8/2022;ACEITUNAS  RELLENAS  ANCHOA
1264;6500;DAVID;OLIVES;VALLESE DI OPPEANO;DDP;ITALIA;CAMION;33;2250;2600;TRANSMOVIEX;8/2022;ACEITUNAS NEGRAS RODAJAS
1265;1100;PACHI;ARASOL;JEDDAH;CFR;ARABIA SAUDITA;40';25;1450;1450;PINTO BASTO;8/2022;ACEITUNAS  RELLENAS  ANCHOA
1266;3300;DAVID;CAZORLA;PLAISANCE DU TOUCH;DDP;FRANCIA;CAMION;33;1190;1350;TRANSMOVIEX;8/2022;ACEITUNAS VERDES SIN HUESO
1267;7700;IRENE;OLIVES;ZEEBRUGGE;DAP;BELGICA;40';25;1905;2195;SEALAND;8/2022;ACEITUNAS  RELLENAS  ANCHOA
1268;5100;DAVID;OSUNA;VITTERBO;DAP;ITALIA;CAMION;33;2044;2200;LIBERTIA;8/2022;ACEITUNAS RELLENAS PIMIENTO
1269;6300;PACHI;OLIVES;GDANSK;DDP;POLONIA;20';11;1940;2100;RABEN AIRSEA;8/2022;ACEITUNAS RELLENAS PIMIENTO
1270;1900;DAVID;ARASOL;BARKING;DAP;REINO UNIDO;40';25;2290;2950;CONTAINERSHIPS;8/2022;ACEITUNAS NEGRAS RODAJAS
1271;7600;IRENE;OSUNA;HERMALLES;DAP;BELGICA;CAMION;33;2560;2600;MAGETRALUX;8/2022;ACEITUNAS RELLENAS PIMIENTO
1272;2400;DAVID;OLIVES;LOMATRANS;DDP;FRANCIA;CAMION;33;2175;2300;CARCABA;8/2022;ACEITUNAS VERDES  RODAJAS
1273;3300;DAVID;CAZORLA;PLAISANCE DU TOUCH;DDP;FRANCIA;CAMION;33;1140;1425;JOMAPORTES;8/2022;ACEITUNAS VERDES SIN HUESO
1274;10300;PACHI;CAZORLA;SAN PETERSBURGO;CFR;RUSIA;20';11;1130;1600;PINTO BASTO;8/2022;ACEITUNAS VERDES SIN HUESO
1275;5300;IRENE;OSUNA;HAMM;DAP;ALEMANIA;CAMION;33;3300;3500;NEPTUNE;8/2022;ACEITUNAS VERDES SIN HUESO
1276;500;PACHI;ARASOL;CHITTAGONG;CFR;BANGLADESH;20';11;2690;3350;TRANSITEX;8/2022;ACEITUNAS NEGRAS RODAJAS
1277;8300;PACHI;OLIVES;PARANAGUA;CFR;BRASIL;40';25;2055;2025;BRAID;8/2022;ACEITUNAS  RELLENAS  ANCHOA
1278;3500;DAVID;OSUNA;CHENNEVIERES;DAP;FRANCIA;CAMION;33;2400;2450;BOGAITRANS;8/2022;ACEITUNAS NEGRAS RODAJAS
1279;2900;IRENE;ACENORCA;LOMMEL;DDP;BELGICA;CAMION;33;2200;2300;TRANSTIRA;8/2022;ACEITUNAS  RELLENAS  ANCHOA
1280;4800;DAVID;ACENORCA;CHARD;DAP;REINO UNIDO;20';11;2186;3300;CONTAINERSHIPS;8/2022;ACEITUNAS  RELLENAS  ANCHOA
1281;2000;DAVID;CAZORLA;LIEUSAINT;DAP;FRANCIA;CAMION;33;1800;1850;TRANS CASTELLANA MANCHEGA DE CARGAS, S.L.;8/2022;ACEITUNAS NEGRAS RODAJAS
1282;2400;DAVID;OLIVES;LOMATRANS;DAP;FRANCIA;CAMION;33;2175;2300;CARCABA;8/2022;ACEITUNAS RELLENAS PIMIENTO
1283;5300;IRENE;ACENORCA;HAMM;DAP;ALEMANIA;CAMION;33;2700;2550;NEPTUNE;8/2022;ACEITUNAS RELLENAS PIMIENTO
1284;700;PACHI;OSUNA;MUNDRA;CFR;INDIA;20';11;1850;2300;PINTO BASTO;8/2022;ACEITUNAS NEGRAS RODAJAS
1285;10300;PACHI;ACENORCA;SAN PETERSBURGO;CFR;RUSIA;40';25;1720;1725;PINTO BASTO;8/2022;ACEITUNAS VERDES SIN HUESO
1286;6000;IRENE;ARASOL;HAMBURGO;DAP;ALEMANIA;20';11;1665;1410;CONTAINERSHIPS;8/2022;ACEITUNAS VERDES SIN HUESO
1287;7700;IRENE;OLIVES;ZEEBRUGGE;DAP;BELGICA;40';25;1975;2195;TRANSITEX;8/2022;ACEITUNAS VERDES SIN HUESO
1288;5000;IRENE;ARASOL;KOZOMÍN;DDP;CHEQUIA;CAMION;33;2420;2600;TRANSTIRA;9/2022;ACEITUNAS VERDES SIN HUESO
1289;3100;IRENE;OLIVES;HAMBURGO;DDP;ALEMANIA;40';25;2143;1650;CONTAINERSHIPS;9/2022;ACEITUNAS VERDES  RODAJAS
1290;3200;DAVID;ACENORCA;LURE;DAP;FRANCIA;CAMION;33;1850;2000;RLC;9/2022;ACEITUNAS  RELLENAS  ANCHOA
1291;2100;DAVID;ARASOL;LEYTON;DAP;REINO UNIDO;40';25;2823;3050;CONTAINERSHIPS;9/2022;ACEITUNAS NEGRAS RODAJAS
1292;4200;PACHI;OSUNA;BUSAN;CFR;COREA DEL SUR;40';25;1220;1400;OPERINTER;9/2022;ACEITUNAS VERDES  RODAJAS
1293;5200;DAVID;ARASOL;HODDESDON;DDP;REINO UNIDO;40';25;1750;2232;MSC;9/2022;ACEITUNAS VERDES SIN HUESO
1294;3900;IRENE;ACENORCA;HAMBURGO;DAP;ALEMANIA;40';25;1690;2260;PINTO BASTO;9/2022;ACEITUNAS RELLENAS PIMIENTO
1295;7100;DAVID;ACENORCA;FORONE UZZANO;DAP;ITALIA;CAMION;33;1870;1900;LIBERTIA;9/2022;ACEITUNAS  RELLENAS  ANCHOA
1296;4400;DAVID;ARASOL;PERPIGNAN;DAP;FRANCIA;CAMION;33;1230;1350;SENNDER;9/2022;ACEITUNAS  RELLENAS  ANCHOA
1297;7800;DAVID;OLIVES;LUTTERWORTH;DAP;REINO UNIDO;40';25;2640;2393;PINTO BASTO;9/2022;ACEITUNAS NEGRAS RODAJAS
1298;10100;PACHI;ACENORCA;NOVOROSSIYSK;CIF;RUSIA;40';25;1625;1750;TRANSITEX;9/2022;ACEITUNAS RELLENAS PIMIENTO
1299;8300;PACHI;OLIVES;PARANAGUA;CFR;BRASIL;40';25;2055;2025;BRAID;9/2022;ACEITUNAS NEGRAS RODAJAS
1300;2100;DAVID;ARASOL;MANCHESTER;DDP;REINO UNIDO;40';25;2120;2530;TRANSITEX;9/2022;ACEITUNAS VERDES SIN HUESO
1301;6300;PACHI;OSUNA;GDANSK;DDP;POLONIA;20';11;1866;1700;SEALAND;9/2022;ACEITUNAS VERDES SIN HUESO
1302;5100;DAVID;OSUNA;VITTERBO;DDP;ITALIA;CAMION;33;2200;2550;LIBERTIA;9/2022;ACEITUNAS VERDES  RODAJAS
1303;3100;IRENE;OSUNA;HAMBURGO;DDP;ALEMANIA;40';25;1706;1650;CONTAINERSHIPS;9/2022;ACEITUNAS RELLENAS PIMIENTO
1304;4900;IRENE;ARASOL;GELSENKIRCHEN;DAP;ALEMANIA;40';25;2140;2350;CONTAINERSHIPS;9/2022;ACEITUNAS VERDES SIN HUESO
1305;3300;DAVID;OSUNA;PLAISANCE DU TOUCH;DDP;FRANCIA;CAMION;33;1400;1425;TRANSTEGRA;9/2022;ACEITUNAS  RELLENAS  ANCHOA
1306;1200;PACHI;OSUNA;RIYADH DRY PORT;CFR;ARABIA SAUDITA;40';25;1890;2000;PINTO BASTO;9/2022;ACEITUNAS RELLENAS PIMIENTO
1307;2100;DAVID;ARASOL;LEYTON;DDP;REINO UNIDO;40';25;1945;2200;BRAID;9/2022;ACEITUNAS VERDES SIN HUESO
1308;10300;PACHI;ACENORCA;SAN PETERSBURGO;CFR;RUSIA;40';25;1295;1900;PINTO BASTO;9/2022;ACEITUNAS VERDES  RODAJAS
1309;6100;IRENE;OSUNA;HAMBURGO;DAP;ALEMANIA;40';25;1830;1579;CONTAINERSHIPS;9/2022;ACEITUNAS  RELLENAS  ANCHOA
1310;2100;DAVID;ARASOL;MANCHESTER;DDP;REINO UNIDO;40';25;2075;2530;TRANSITEX;9/2022;ACEITUNAS  RELLENAS  ANCHOA
1311;700;PACHI;OSUNA;MUNDRA;CFR;INDIA;20';11;1850;2300;PINTO BASTO;9/2022;ACEITUNAS NEGRAS RODAJAS
1312;3700;DAVID;ARASOL;PARK ROYAL;DDP;REINO UNIDO;40';25;2490;3000;ELLERMAN;9/2022;ACEITUNAS VERDES SIN HUESO
1313;8700;MARIA;ACENORCA;MONTREAL;CIF;CANADA;40';25;7615;8850;TRANSITEX;9/2022;ACEITUNAS VERDES SIN HUESO
1314;6500;DAVID;OLIVES;VALLESE DI OPPEANO;DAP;ITALIA;CAMION;33;2400;1900;LIBERTIA;9/2022;ACEITUNAS RELLENAS PIMIENTO
1315;7800;DAVID;OLIVES;LUTTERWORTH;DDP;REINO UNIDO;40';25;3200;2393;PINTO BASTO;9/2022;ACEITUNAS VERDES  RODAJAS
1316;7800;DAVID;OLIVES;DONCASTER;DDP;REINO UNIDO;40';25;3250;2393;PINTO BASTO;9/2022;ACEITUNAS VERDES  RODAJAS
1317;7700;IRENE;OLIVES;ZEEBRUGGE;DDP;BELGICA;40';25;2650;2495;PINTO BASTO;9/2022;ACEITUNAS  RELLENAS  ANCHOA
1318;6500;DAVID;OSUNA;VALLESE DI OPPEANO;DDP;ITALIA;CAMION;33;2400;2600;TRANSITALIA;9/2022;ACEITUNAS VERDES  RODAJAS
1319;1200;PACHI;OSUNA;RIYADH DRY PORT;CFR;ARABIA SAUDITA;40';25;2350;2900;TRANSITEX;9/2022;ACEITUNAS NEGRAS RODAJAS
1320;10300;PACHI;ACENORCA;SAN PETERSBURGO;CFR;RUSIA;40';25;1725;1900;TRANSITEX;9/2022;ACEITUNAS VERDES  RODAJAS
1321;7200;DAVID;ARASOL;FLEURY LES AUBRAIS;DDP;FRANCIA;CAMION;33;2200;2600;PEREZ RANGEL;9/2022;ACEITUNAS  RELLENAS  ANCHOA
1322;300;PACHI;ACENORCA;JEDDAH;CFR;ARABIA SAUDITA;40';25;2190;2300;PINTO BASTO;9/2022;ACEITUNAS VERDES  RODAJAS
1323;1400;ISABEL;ACENORCA;HAIFA;CFR;ISRAEL;40';25;1600;2650;TRANSITEX;9/2022;ACEITUNAS VERDES SIN HUESO
1324;7400;DAVID;OLIVES;BERGEN OP ZOOM;DDP;PAISES BAJOS;CAMION;33;2850;2150;NEPTUNE;9/2022;ACEITUNAS  RELLENAS  ANCHOA
1325;6300;PACHI;OLIVES;GDANSK;DDP;POLONIA;40';25;1845;2100;SEALAND;9/2022;ACEITUNAS RELLENAS PIMIENTO
1326;9400;DAVID;OLIVES;AZAMBUJA;DDP;PORTUGAL;CAMION;33;940;850;TRANSNORIEGA;9/2022;ACEITUNAS  RELLENAS  ANCHOA
1327;1100;PACHI;ARASOL;JEDDAH;CFR;ARABIA SAUDITA;20';11;1590;1800;PINTO BASTO;9/2022;ACEITUNAS NEGRAS RODAJAS
1328;100;PACHI;OSUNA;JEBEL ALI;CFR;EMIRATOS ARABES UNIDOS;40';25;1715;2050;YUSEN LOGISTICS;9/2022;ACEITUNAS  RELLENAS  ANCHOA
1329;1400;ISABEL;ACENORCA;HAIFA;CFR;ISRAEL;40';25;1615;2650;OPERINTER;9/2022;ACEITUNAS VERDES  RODAJAS
1330;4500;DAVID;ARASOL;PORTSMOUTH;DAP;REINO UNIDO;40';25;2640;3600;CONTAINERSHIPS;9/2022;ACEITUNAS  RELLENAS  ANCHOA
1331;3100;IRENE;OSUNA;HAMBURGO;DDP;ALEMANIA;CAMION;33;2580;2650;TRANSTIRA;9/2022;ACEITUNAS  RELLENAS  ANCHOA
1332;9300;DAVID;OLIVES;FAFE;DDP;PORTUGAL;CAMION;33;550;610;TOMAS FERNANDEZ;10/2022;ACEITUNAS VERDES SIN HUESO
1333;6300;PACHI;OLIVES;GDANSK;DDP;POLONIA;20';11;1940;2100;RABEN AIRSEA;10/2022;ACEITUNAS RELLENAS PIMIENTO
1334;200;PACHI;ACENORCA;POTI;CFR;GEORGIA;40';25;1950;2245;PINTO BASTO;10/2022;ACEITUNAS  RELLENAS  ANCHOA
1335;6100;IRENE;ACENORCA;HAMBURGO;DAP;ALEMANIA;40';25;1950;1579;CONTAINERSHIPS;10/2022;ACEITUNAS VERDES SIN HUESO
1336;4700;DAVID;ARASOL;GIUSTENICE;DAP;FRANCIA;CAMION;33;1300;1900;TRANSITALIA;10/2022;ACEITUNAS VERDES SIN HUESO
1337;100;PACHI;OSUNA;NHAVA SHEVA;CFR;INDIA;20';11;1650;2000;TRANSITEX;10/2022;ACEITUNAS VERDES  RODAJAS
1338;1900;DAVID;ACENORCA;BARKING;DAP;REINO UNIDO;40';25;1950;2234;TRANSITEX;10/2022;ACEITUNAS VERDES  RODAJAS
1339;10300;PACHI;ACENORCA;SAN PETERSBURGO;CFR;RUSIA;20';11;1740;1600;PINTO BASTO;10/2022;ACEITUNAS NEGRAS RODAJAS
1340;10300;PACHI;ARASOL;SAN PETERSBURGO;CIF;RUSIA;40';25;1160;1750;TRANSITEX;10/2022;ACEITUNAS VERDES SIN HUESO
1341;300;PACHI;ACENORCA;JEDDAH;CFR;ARABIA SAUDITA;40';25;2350;2300;PINTO BASTO;10/2022;ACEITUNAS  RELLENAS  ANCHOA
1342;6100;IRENE;ARASOL;HAMBURGO;DAP;ALEMANIA;40';25;1580;1579;BRAID;10/2022;ACEITUNAS RELLENAS PIMIENTO
1343;2000;DAVID;CAZORLA;LIEUSAINT;DAP;FRANCIA;CAMION;33;1700;1850;TRANSTIRA;10/2022;ACEITUNAS NEGRAS RODAJAS
1344;2400;DAVID;OLIVES;LOMATRANS;DAP;FRANCIA;CAMION;33;1700;2300;PEREZ RANGEL;10/2022;ACEITUNAS RELLENAS PIMIENTO
1345;6300;PACHI;OLIVES;GDANSK;DDP;POLONIA;20';11;1785;2100;SEALAND;10/2022;ACEITUNAS VERDES  RODAJAS
1346;500;PACHI;ARASOL;CHATTOGRAM;CFR;BANGLADESH;20';11;2475;2800;PINTO BASTO;10/2022;ACEITUNAS VERDES SIN HUESO
1347;3700;DAVID;ARASOL;PARK ROYAL;DAP;REINO UNIDO;40';25;2335;2250;TRANSITEX;10/2022;ACEITUNAS RELLENAS PIMIENTO
1348;100;PACHI;ARASOL;NHAVA SHEVA;CFR;INDIA;20';11;1540;2000;OPERINTER;10/2022;ACEITUNAS NEGRAS RODAJAS
1349;5300;IRENE;ARASOL;HAMM;DAP;ALEMANIA;CAMION;33;3070;3500;TRANSTIRA;10/2022;ACEITUNAS  RELLENAS  ANCHOA
1350;7800;DAVID;OSUNA;LUTTERWORTH;DAP;REINO UNIDO;40';25;2293;2393;CONTAINERSHIPS;10/2022;ACEITUNAS NEGRAS RODAJAS
1351;7400;DAVID;ACENORCA;BERGEN OP ZOOM;DAP;PAISES BAJOS;CAMION;33;2450;2450;RLC;10/2022;ACEITUNAS RELLENAS PIMIENTO
1352;1600;PACHI;OSUNA;ENNORE;CIF;INDIA;20';11;1815;2500;PINTO BASTO;10/2022;ACEITUNAS  RELLENAS  ANCHOA
1353;400;PACHI;OSUNA;PORT QASIM;CFR;ARABIA SAUDITA;20';11;1795;2700;PINTO BASTO;10/2022;ACEITUNAS RELLENAS PIMIENTO
1354;8800;MARIA;ACENORCA;SAVANNAH;CIF;ESTADOS UNIDOS;40';25;5300;2500;BORTESI;10/2022;ACEITUNAS VERDES  RODAJAS
1355;8300;PACHI;OLIVES;PARANAGUA;CFR;BRASIL;20';11;2095;2100;TRANSITEX;10/2022;ACEITUNAS VERDES SIN HUESO
1356;1100;PACHI;ARASOL;JEDDAH;CFR;ARABIA SAUDITA;20';11;1465;1800;BRAID;10/2022;ACEITUNAS VERDES SIN HUESO
1357;100;PACHI;ARASOL;NHAVA SHEVA;CFR;INDIA;20';11;1700;2550;TRANSITEX;10/2022;ACEITUNAS RELLENAS PIMIENTO
1358;2900;IRENE;ACENORCA;LOMMEL;DAP;BELGICA;CAMION;33;2500;2300;VERTEX;10/2022;ACEITUNAS VERDES  RODAJAS
1359;2100;DAVID;ARASOL;MANCHESTER;DDP;REINO UNIDO;40';25;2075;2530;TRANSITEX;10/2022;ACEITUNAS  RELLENAS  ANCHOA
1360;10400;PACHI;OLIVES;TERESIN;DDP;POLONIA;CAMION;33;2925;3000;RLC;10/2022;ACEITUNAS  RELLENAS  ANCHOA
1361;2000;DAVID;ACENORCA;LIEUSAINT;DAP;FRANCIA;CAMION;33;1620;1750;LKW WALTER;10/2022;ACEITUNAS VERDES  RODAJAS
1362;7500;MARIA;ARASOL;LONG BEACH;CIF;ESTADOS UNIDOS;40';25;6500;6500;BORTESI;10/2022;ACEITUNAS VERDES SIN HUESO
1363;4900;IRENE;ARASOL;GELSENKIRCHEN;DAP;ALEMANIA;40';25;2130;2350;BRAID;10/2022;ACEITUNAS VERDES SIN HUESO
1364;10300;PACHI;CAZORLA;SAN PETERSBURGO;CFR;RUSIA;20';11;1130;1600;PINTO BASTO;10/2022;ACEITUNAS VERDES SIN HUESO
1365;2400;DAVID;OLIVES;LOMATRANS;DAP;FRANCIA;CAMION;33;1550;1680;TRANSMOVIEX;10/2022;ACEITUNAS NEGRAS RODAJAS
1366;7400;DAVID;ACENORCA;BERGEN OP ZOOM;DAP;PAISES BAJOS;CAMION;33;2150;2200;SILVAN LOGISTICS;11/2022;ACEITUNAS VERDES SIN HUESO
1367;4100;DAVID;OLIVES;SAINT BONNET LES OULES;DAP;FRANCIA;CAMION;33;1625;1750;RETAIL EXTENDED LOG;11/2022;ACEITUNAS RELLENAS PIMIENTO
